23;2,425038
36;2,425038
50;2,425038
64;2,425038
86;2,425038
101;2,425038
114;2,425038
125;2,425038
137;2,425038
149;2,425038
160;2,425038
170;2,425038
180;2,425038
190;2,425038
201;2,425038
212;2,425038
224;2,425038
236;2,425038
252;2,425038
265;2,425038
277;2,425038
289;2,425038
301;2,425038
315;2,425038
327;2,425038
338;2,425038
350;2,425038
362;2,425038
374;2,425038
386;2,425038
407;2,425038
427;2,425038
448;2,425038
470;2,425038
489;2,425038
510;2,425038
527;2,425038
545;2,425038
566;2,425038
585;2,425038
605;2,425038
623;2,425038
643;2,425038
661;2,425038
678;2,425038
697;2,425038
715;2,425038
734;2,425038
753;2,425038
771;2,425038
790;2,425038
809;2,425038
829;2,425038
848;2,425038
866;2,425038
887;2,425038
906;2,425038
924;2,425038
943;2,425038
961;2,425038
978;2,425038
996;2,425038
1022;2,425038
1040;2,425038
1057;2,425038
1075;2,425038
1092;2,425038
1112;2,425038
1131;2,425038
1150;2,425038
1168;2,425038
1188;2,425038
1208;2,425038
1226;2,425038
1244;2,425038
1263;2,425038
1281;2,425038
1299;2,425038
1318;2,425038
1337;2,425038
1356;2,425038
1374;2,425038
1392;2,425038
1410;2,425038
1428;2,425038
1445;2,425038
1463;2,425038
1481;2,425038
1499;2,425038
1517;2,425038
1535;2,425038
1553;2,425038
1571;2,425038
1589;2,425038
1609;2,425038
1628;2,425038
1646;2,425038
1666;2,425038
1686;2,425038
1704;2,425038
1730;2,425038
1751;2,425038
1772;2,425038
1792;2,425038
1814;2,425038
1836;2,425038
1861;2,425038
1884;2,425038
1906;2,425038
1927;2,425038
1949;2,425038
1970;2,425038
1992;2,425038
2013;2,425038
2034;2,425038
2054;2,425038
2072;2,425038
2091;2,425038
2109;2,425038
2128;2,425038
2148;2,425038
2169;2,425038
2188;2,425038
2206;2,425038
2224;2,425038
2242;2,425038
2261;2,425038
2280;2,425038
2302;2,425038
2323;2,425038
2346;2,425038
2370;2,425038
2391;2,425038
2414;2,425038
2437;2,425038
2457;2,425038
2477;2,425038
2497;2,425038
2517;2,425038
2544;2,425038
2569;2,425038
2588;2,425038
2609;2,425038
2631;2,425038
2651;2,425038
2670;2,425038
2690;2,425038
2709;2,425038
2731;2,425038
2751;2,425038
2771;2,425038
2792;2,425038
2816;2,425038
2840;2,425038
2866;2,425038
2888;2,425038
2908;2,425038
2931;2,425038
2953;2,425038
2974;2,425038
2993;2,425038
3014;2,425038
3033;2,425038
3052;2,425038
3073;2,425038
3092;2,425038
3112;2,425038
3131;2,425038
3151;2,425038
3170;2,425038
3190;2,425038
3207;2,425038
3226;2,425038
3245;2,425038
3264;2,425038
3283;2,425038
3305;2,425038
3340;2,425038
3363;2,425038
3385;2,425038
3405;2,425038
3423;2,425038
3443;2,425038
3462;2,425038
3481;2,425038
3500;2,425038
3519;2,425038
3538;2,425038
3557;2,425038
3576;2,425038
3596;2,425038
3615;2,425038
3635;2,425038
3655;2,425038
3675;2,425038
3696;2,425038
3724;2,425038
3747;2,425038
3897;2,425038
3924;2,425038
3948;2,425038
3972;2,425038
3992;2,425038
4011;2,425038
4031;2,425038
4048;2,425038
4066;2,425038
4086;2,425038
4103;2,425038
4122;2,425038
4140;2,425038
4158;2,425038
4178;2,425038
4194;2,425038
4213;2,425038
4231;2,425038
4255;2,425038
4271;2,425038
4289;2,425038
4307;2,425038
4328;2,425038
4349;2,425038
4371;2,425038
4393;2,425038
4414;2,425038
4434;2,425038
4455;2,425038
4476;2,425038
4495;2,425038
4513;2,425038
4532;2,425038
4549;2,425038
4568;2,425038
4585;2,425038
4603;2,425038
4620;2,425038
4639;2,425038
4657;2,425038
4676;2,425038
4695;2,425038
4714;2,425038
4731;2,425038
4750;2,425038
4768;2,425038
4787;2,425038
4805;2,425038
4823;2,425038
4845;2,425038
4867;2,425038
4894;2,425038
4916;2,425038
4934;2,425038
4952;2,425038
4971;2,425038
4991;2,425038
5009;2,425038
5041;2,425038
5059;2,425038
5078;2,425038
5097;2,425038
5115;2,425038
5132;2,425038
5150;2,425038
5169;2,425038
5190;2,425038
5211;2,425038
5230;2,425038
5249;2,425038
5267;2,425038
5284;2,425038
5302;2,425038
5322;2,425038
5345;2,425038
5366;2,425038
5393;2,425038
5418;2,425038
5438;2,425038
5458;2,425038
5478;2,425038
5496;2,425038
5513;2,425038
5531;2,425038
5549;2,425038
5566;2,425038
5584;2,425038
5603;2,425038
5623;2,425038
5641;2,425038
5660;2,425038
5679;2,425038
5697;2,425038
5715;2,425038
5733;2,425038
5760;2,425038
5777;2,425038
5795;2,425038
5813;2,425038
5834;2,425038
5855;2,425038
5878;2,425038
5897;2,425038
5916;2,425038
5934;2,425038
5950;2,425038
5968;2,425038
5984;2,425038
6003;2,425038
6022;2,425038
6041;2,425038
6060;2,425038
6078;2,425038
6095;2,425038
6113;2,425038
6130;2,425038
6147;2,425038
6165;2,425038
