2,029279;359,6131
3,545137;359,5601
4,890128;359,5132
6,530507;359,4559
7,709798;359,4147
9,24908;359,361
10,44629;359,3192
11,76069;359,2733
13,19477;359,2232
14,48819;359,178
15,80678;359,132
17,17035;359,0844
18,62645;359,0335
20,10121;358,982
21,52559;358,9323
22,91637;358,8837
24,3143;358,8349
25,64225;358,7885
26,90781;358,7443
28,13252;358,7015
29,43595;358,656
31,01016;358,6011
32,56776;358,5467
34,3652;358,4839
35,99813;358,4269
37,70646;358,3672
39,46914;358,3057
40,87865;358,2564
42,32771;358,2058
43,90873;358,1506
46,77016;358,0507
49,50149;357,9554
52,80275;357,8401
56,81768;357,6999
60,01584;357,5882
63,1554;357,4785
66,26396;357,37
68,89484;357,2781
71,20673;357,1974
73,70152;357,1103
76,14034;357,0251
78,72404;356,9349
81,09992;356,8519
83,22083;356,7778
86,07328;356,6782
88,58057;356,5907
91,29217;356,496
94,00597;356,4012
96,73285;356,306
98,9874;356,2273
101,4611;356,1409
104,0478;356,0505
106,537;355,9636
110,4425;355,8272
113,8734;355,7074
116,988;355,5987
119,8173;355,4998
122,9075;355,3919
125,5451;355,2998
128,4159;355,1996
131,2931;355,0991
134,1716;354,9986
136,9631;354,9011
139,4954;354,8127
142,2723;354,7157
144,9869;354,6209
147,5319;354,532
151,271;354,4015
154,0948;354,3029
157,3336;354,1898
161,2715;354,0522
164,9879;353,9225
168,989;353,7827
172,4657;353,6613
175,203;353,5658
178,32;353,4569
181,0955;353,36
183,6684;353,2701
186,3847;353,1753
189,0822;353,0811
192,0282;352,9782
194,8987;352,878
197,7894;352,777
200,6149;352,6783
203,6434;352,5726
206,6016;352,4693
209,5149;352,3675
212,3227;352,2695
214,6644;352,1877
217,3415;352,0942
220,1108;351,9975
222,6247;351,9097
224,851;351,8319
227,8446;351,7274
230,5266;351,6338
233,2544;351,5385
236,3375;351,4308
238,8891;351,3417
241,5632;351,2484
244,7162;351,1382
249,4962;350,9713
253,9521;350,8157
258,5024;350,6568
262,246;350,5261
265,4745;350,4133
281,2376;349,8629
287,4305;349,6466
290,9879;349,5224
294,626;349,3954
299,1699;349,2367
303,0802;349,1001
308,1612;348,9227
312,6721;348,7652
318,6292;348,5571
323,0987;348,4011
328,2006;348,2229
334,5489;348,0012
338,2587;347,8717
343,0538;347,7042
348,6267;347,5096
354,631;347,2999
359,2987;347,1369
363,857;346,9778
368,4403;346,8177
372,4856;346,6764
375,7743;346,5616
379,0961;346,4456
382,2489;346,3355
385,7797;346,2122
389,1813;346,0934
392,0149;345,9945
395,2218;345,8825
398,5145;345,7675
401,9108;345,6489
405,115;345,537
408,6665;345,413
411,8673;345,3012
414,8777;345,196
418,1866;345,0805
421,5376;344,9635
424,8486;344,8478
427,9346;344,7401
430,9257;344,6356
434,3249;344,5169
437,7576;344,397
440,8696;344,2884
444,0485;344,1773
447,4868;344,0573
450,8715;343,9391
453,9466;343,8317
457,1756;343,7189
461,0444;343,5838
464,3175;343,4695
468,0374;343,3396
471,2188;343,2285
474,271;343,1219
477,6212;343,0049
480,8415;342,8925
483,827;342,7882
486,9958;342,6776
490,4366;342,5574
493,8743;342,4374
497,8878;342,2972
501,6861;342,1646
505,2205;342,0412
508,6036;341,923
511,7998;341,8114
515,2256;341,6918
518,7748;341,5679
522,9028;341,4237
526,5583;341,2961
530,1401;341,171
533,38;341,0578
536,4818;340,9495
539,297;340,8512
542,5779;340,7367
545,7524;340,6258
548,8597;340,5173
552,4611;340,3915
556,7664;340,2412
560,0701;340,1259
563,9396;339,9907
569,3193;339,8029
578,2972;339,4893
583,2414;339,3167
588,3471;339,1384
593,0205;338,9752
599,9291;338,7339
606,2594;338,5129
612,2666;338,3031
616,9371;338,14
622,611;337,9419
627,8536;337,7588
633,0356;337,5778
637,7438;337,4134
641,5801;337,2794
646,4132;337,1107
649,9251;336,988
655,4258;336,796
660,5792;336,616
666,3574;336,4142
671,7961;336,2243
678,8845;335,9767
